shs_strand,tvl_strand,course,field_category,interest_research,interest_arts,interest_policy,interest_design,interest_tech,interest_building,interest_nature,interest_detail,interest_leading,interest_helping,interest_tools,interest_analysis,interest_writing,interest_performing,interest_health_care,interest_finance,interest_sales,interest_education,interest_management,interest_marketing,interest_performing_arts,interest_counseling,interest_social_service,interest_legal,interest_business,ability_logic,ability_creativity,ability_comm,ability_practical,ability_teamwork,ability_spatial,ability_numerical,ability_abstract_reason,ability_verbal_comp,ability_clerical,ability_mech_reason,ability_organization,ability_detailcheck,ability_comprehension,ability_problem_solve,dmgt_resilience,dmgt_persistence,dmgt_self_manage,dmgt_patience,dmgt_flexibility,dmgt_integrity,dmgt_stress_manage,dmgt_initiative,ability_comm_written,ability_negotiation
STEM,none,Information Systems,TECH,5,2,3,3,5,4,3,3,1,2,1,4,2,2,1,1,3,1,2,3,2,3,3,2,3,5,2,2,3,1,3,5,5,3,2,1,2,5,1,1,3,5,2,2,1,2,2,3,2,3
STEM,none,Chemistry,HEALTH,5,3,1,1,3,1,3,2,3,5,3,3,2,2,5,2,1,3,1,2,3,3,1,1,1,5,2,3,4,3,2,1,3,5,1,1,2,4,1,2,5,1,2,5,3,1,1,3,1,3
ABM,none,Office Administration,BUS,2,3,2,2,3,3,3,4,4,3,2,2,3,3,3,5,3,1,5,3,3,2,2,1,5,5,3,3,3,1,2,5,1,1,1,3,5,3,2,3,3,2,1,2,2,5,1,2,3,4
HUMSS,none,Philippine Studies,SOCIAL,4,3,5,2,2,2,2,3,3,4,3,3,2,3,2,2,1,3,1,2,2,1,3,4,1,3,3,5,3,5,2,3,2,4,3,3,2,1,5,1,1,1,3,2,5,1,1,1,1,2
STEM,none,Chemical Engineering,ENG,4,2,2,2,3,5,1,3,3,1,4,1,3,1,2,3,3,3,3,2,3,1,1,1,1,5,3,2,5,4,5,4,3,3,1,5,1,1,3,2,1,1,2,2,3,2,1,2,2,1
GAS,none,Speech Communication,MEDIA,1,5,1,5,3,2,2,1,3,2,2,1,5,3,3,1,3,2,3,5,5,3,3,1,1,2,5,5,1,4,1,2,2,2,1,1,3,1,2,3,3,2,3,2,1,2,1,4,4,3
HUMSS,none,Art Education,EDUC,2,3,3,3,2,3,3,2,1,4,3,3,1,2,3,3,2,5,3,3,1,4,3,3,1,1,3,5,2,5,1,1,3,3,1,2,1,1,3,3,1,1,5,5,2,3,1,1,2,3
STEM,none,Information Systems,TECH,5,3,2,3,5,4,2,1,3,1,2,5,3,2,2,3,1,2,1,2,1,1,3,3,1,5,3,2,1,3,3,5,5,2,2,1,2,5,2,3,1,5,2,3,3,2,1,1,3,3
STEM,none,Biological Engineering,ENG,4,3,2,2,3,5,3,1,3,2,4,2,3,3,3,1,1,3,2,3,3,1,1,2,2,5,1,2,5,4,5,5,2,1,3,5,3,1,2,1,3,2,3,3,2,3,2,3,1,2
GAS,none,Painting,MEDIA,1,5,3,5,1,2,3,2,2,3,2,2,5,3,2,3,1,1,3,4,5,2,3,1,3,3,5,5,1,3,3,2,2,1,3,1,1,3,2,2,1,3,2,1,3,1,2,5,5,2
HUMSS,none,Social Work,SOCIAL,4,3,5,2,1,2,1,2,3,4,2,1,1,1,1,3,2,2,1,3,1,3,3,3,3,3,3,5,2,5,2,1,3,5,1,1,2,1,5,2,2,1,3,3,4,3,2,2,1,3
ABM,none,Business Administration,BUS,2,1,2,2,1,3,3,4,4,1,1,3,2,3,3,5,3,3,5,2,3,3,2,1,5,4,1,3,1,2,2,4,1,2,3,2,4,1,3,3,1,3,3,3,1,5,2,3,2,4
GAS,none,Filipino,MEDIA,2,5,2,5,2,2,1,3,1,2,3,2,5,2,3,2,3,3,3,5,4,2,1,2,3,2,5,5,3,3,2,1,2,3,1,1,1,2,3,2,2,1,1,1,1,3,2,5,4,3
STEM,none,Physical Therapy,HEALTH,5,3,2,1,2,3,4,2,2,5,2,1,1,2,5,3,3,1,3,2,3,1,1,3,2,4,1,3,3,2,3,3,1,4,3,3,3,4,2,1,4,1,3,5,1,2,3,1,2,3
HUMSS,none,History,SOCIAL,5,3,5,3,1,2,3,2,3,4,1,1,3,1,3,1,2,3,3,3,2,1,1,3,1,3,3,5,2,4,2,2,2,5,3,3,2,2,4,3,1,1,2,2,5,1,2,1,2,2
STEM,none,Information Technology,TECH,4,1,3,4,5,3,2,3,2,1,1,5,3,3,3,2,2,2,1,2,2,3,2,1,1,5,1,3,1,2,2,5,5,3,3,3,3,5,1,1,3,4,2,1,3,1,2,2,3,1
HUMSS,none,Development Studies,SOCIAL,5,2,5,2,2,2,1,2,2,4,2,1,1,1,3,1,3,2,3,1,2,2,2,4,1,3,2,5,3,5,2,3,3,5,1,2,3,1,4,3,3,1,3,1,5,1,1,2,2,1
GAS,none,Art History,MEDIA,2,5,3,5,2,1,3,2,2,3,2,1,5,1,3,2,1,2,2,5,4,1,2,1,1,3,5,5,2,3,3,2,2,3,2,2,3,3,3,2,1,2,3,1,2,2,2,4,5,3
STEM,none,Civil Engineering,ENG,5,3,3,3,4,5,3,3,3,2,4,1,2,2,2,1,1,1,2,2,3,1,3,1,2,5,3,1,5,4,4,5,3,1,3,5,1,1,3,2,1,2,3,3,1,3,1,1,1,1
HUMSS,none,Physical Education,EDUC,2,2,3,1,2,3,3,1,2,5,1,1,3,3,3,1,2,5,3,1,1,4,3,1,3,2,3,5,2,5,1,3,3,1,3,2,3,3,1,1,2,1,5,5,1,3,3,3,3,2
HUMSS,none,Art Education,EDUC,2,1,3,3,3,1,2,1,3,4,2,2,1,3,3,3,1,5,2,2,3,5,1,1,2,1,4,5,3,5,2,3,1,1,3,3,3,2,3,2,1,1,5,5,2,2,2,2,2,3
GAS,none,Art Studies / Fine Arts,MEDIA,1,5,1,5,1,2,1,1,2,3,3,2,5,2,3,3,3,3,2,5,5,3,3,3,1,3,5,5,1,4,2,1,3,2,3,1,2,2,2,3,2,3,2,3,3,1,1,4,5,3
HUMSS,none,Psychology,SOCIAL,5,3,5,1,1,3,2,2,3,4,3,3,3,1,2,2,2,1,2,3,3,1,2,3,2,3,1,5,2,4,1,3,2,4,3,3,3,3,5,1,1,2,2,3,5,1,1,1,3,3
HUMSS,none,Community Development,PUB,3,3,5,1,1,1,2,1,5,4,3,3,2,3,3,3,2,1,3,2,3,2,4,1,2,5,2,5,1,5,2,2,2,2,3,1,5,2,1,1,1,1,2,2,1,5,1,3,2,3
STEM,none,Chemical Engineering,ENG,4,2,2,2,3,5,2,1,1,3,4,3,1,3,3,3,1,3,3,1,3,3,1,1,3,5,2,3,5,4,5,5,3,1,2,5,3,1,1,3,3,1,2,2,3,3,2,3,1,1
STEM,none,Computer Engineering,ENG,4,1,1,1,4,5,2,1,3,1,4,3,3,1,1,2,1,1,1,1,3,3,1,1,3,5,3,2,5,5,4,4,3,1,2,5,1,2,3,2,2,1,2,3,3,3,2,3,3,2
STEM,none,Game Development,TECH,4,3,1,4,5,4,2,2,1,2,2,5,2,3,1,2,1,1,1,2,1,3,1,1,3,5,2,2,2,3,1,4,4,1,2,2,2,5,1,2,2,4,2,3,2,1,1,1,3,2
HUMSS,none,Philippine Studies,SOCIAL,4,3,5,2,3,3,3,3,3,5,1,2,2,1,3,3,1,3,2,1,2,1,1,4,1,3,3,5,3,5,3,1,1,4,2,2,1,2,5,1,3,1,2,1,5,2,2,2,2,1
STEM,none,Nursing,HEALTH,4,3,1,1,3,3,3,1,3,5,1,1,1,3,5,1,3,2,1,3,2,2,2,1,3,5,3,3,3,1,3,1,1,5,1,3,2,5,2,1,4,1,1,5,1,1,3,3,2,3
STEM,none,Chemistry,HEALTH,4,2,2,1,2,1,4,3,3,5,2,3,3,1,5,3,1,3,3,2,1,3,2,1,3,5,3,1,4,2,2,2,2,4,2,2,3,4,3,1,4,2,3,5,1,2,3,1,2,1
GAS,none,Communication / Communication Arts,MEDIA,2,5,1,5,1,1,3,2,3,2,1,3,5,2,1,2,1,1,1,5,5,3,2,1,3,3,5,5,3,4,2,1,1,3,2,3,2,3,1,1,1,2,3,1,3,3,1,4,4,1
STEM,none,Applied Statistics,TECH,5,3,1,4,5,3,3,3,2,1,3,4,1,2,2,1,1,1,2,1,1,2,3,2,2,5,2,3,1,2,2,5,4,3,1,3,2,5,2,1,1,4,2,3,2,1,1,2,1,2
ABM,none,Accountancy,BUS,2,3,3,2,1,3,1,5,5,1,3,1,1,3,2,5,1,1,5,2,3,1,2,2,5,5,1,4,1,3,1,4,2,2,3,1,5,3,3,2,1,2,3,1,3,5,3,2,3,5
GAS,none,Communication Research,MEDIA,1,5,1,5,1,3,2,3,2,3,3,1,5,2,2,1,1,1,1,4,4,2,2,1,1,1,5,5,1,4,3,2,3,2,2,3,2,1,3,1,3,3,1,2,3,3,2,5,4,3
GAS,none,Transportation Management,HOSP,3,2,2,2,1,3,1,2,3,5,2,1,2,3,2,1,1,2,5,2,3,3,2,2,3,2,1,5,4,5,3,2,1,3,2,1,5,1,2,1,2,1,3,2,3,3,4,1,2,2
HUMSS,none,Southeast Asian Studies,SOCIAL,5,2,5,3,3,2,1,3,3,5,1,1,2,3,1,2,2,2,2,2,2,3,2,3,2,4,2,5,3,5,3,1,3,5,3,2,2,2,4,3,3,1,1,3,5,2,2,2,3,2
STEM,none,Industrial Design,ENG,5,2,1,3,3,5,3,1,1,2,4,1,1,1,2,1,1,2,2,3,1,3,1,2,2,5,1,2,5,5,4,4,2,1,2,5,3,2,3,2,3,3,3,3,1,3,3,1,2,2
GAS,none,Art Studies / Fine Arts,MEDIA,1,5,2,5,2,3,3,3,1,2,1,3,5,1,3,3,1,1,2,4,5,1,2,1,1,2,5,5,2,4,3,1,1,1,1,3,1,2,1,2,3,2,3,1,3,3,3,4,5,3
GAS,none,Theatre Arts,MEDIA,1,5,2,5,1,3,1,1,3,3,2,2,5,2,3,1,2,1,1,4,5,1,3,1,1,3,5,5,1,3,3,1,2,3,2,1,1,2,1,1,3,3,1,2,1,3,3,5,4,3
STEM,none,Management Engineering,ENG,4,2,2,2,3,5,2,1,1,2,5,2,1,1,2,2,3,1,3,1,2,3,1,3,3,5,2,3,5,4,5,4,3,1,1,5,2,3,2,3,1,3,2,1,1,3,1,1,3,2
HUMSS,none,Public Administration,PUB,3,3,5,2,1,3,2,3,5,5,1,3,2,1,3,2,2,2,3,3,1,2,4,2,2,4,1,5,1,5,3,3,1,3,3,3,5,2,3,3,1,1,1,3,2,4,3,1,1,2
GAS,none,Journalism,MEDIA,3,5,1,5,3,1,2,1,2,2,1,1,5,1,2,1,3,3,2,4,4,3,3,1,2,3,5,5,3,4,2,1,2,2,1,2,1,1,2,2,1,1,1,1,3,2,3,4,4,2
GAS,none,Journalism,MEDIA,1,5,1,5,1,2,2,2,3,3,2,1,5,1,3,2,3,1,1,4,4,2,2,1,3,1,5,5,1,3,3,2,3,1,2,1,3,2,2,1,3,2,1,1,2,2,1,5,4,3
STEM,none,Mining Engineering,ENG,4,3,3,2,3,5,1,1,2,2,4,2,3,3,3,2,2,2,1,2,3,2,1,1,1,5,2,1,5,4,5,5,3,3,2,5,3,2,3,3,2,1,1,3,1,2,2,3,3,1
ABM,none,Financial Management,BUS,2,3,2,3,1,2,1,5,5,3,1,2,1,2,1,5,1,1,5,2,2,1,1,2,5,4,1,3,2,2,2,5,2,3,2,3,4,2,1,3,1,2,3,3,2,4,1,3,1,4
TVL,ICT,Automotive Technology,APPLIED,2,1,2,3,5,5,4,3,2,2,5,1,1,2,1,3,3,2,1,1,3,1,3,1,1,3,3,3,5,2,5,2,1,1,1,5,2,1,1,2,3,3,3,1,2,3,1,3,2,3
ABM,none,Marketing Management,BUS,1,1,2,1,3,3,3,5,4,2,2,1,1,1,3,5,1,1,5,2,2,3,3,2,5,5,2,3,3,2,3,4,3,1,1,1,4,1,2,2,1,2,2,3,1,5,2,1,2,5
STEM,none,Materials Science & Engineering,ENG,5,1,1,3,4,5,2,3,2,2,4,3,2,2,1,2,1,2,1,1,2,1,2,1,2,5,3,3,5,4,4,5,3,1,1,5,2,3,3,2,1,2,1,2,3,3,1,2,1,2
STEM,none,Molecular Biology & Biotechnology,HEALTH,4,2,2,2,2,1,3,2,2,5,1,1,1,2,5,2,1,2,3,1,2,1,1,1,2,4,1,1,4,2,1,1,3,5,1,2,1,5,3,2,5,3,2,5,2,3,2,3,2,3
ABM,none,Human Resource Management,BUS,1,2,3,3,3,1,2,4,5,1,1,1,2,3,1,5,1,1,5,1,1,3,2,2,5,4,3,3,3,1,3,5,3,1,2,2,5,1,3,3,3,1,3,3,1,5,3,2,2,4
HUMSS,none,Sports & Wellness Management,EDUC,3,3,2,3,1,3,3,1,1,4,3,1,3,2,1,1,3,5,3,2,1,4,2,3,2,3,4,5,2,5,1,1,2,2,1,2,3,1,1,2,1,2,5,5,3,2,1,1,3,2
HUMSS,none,Early Childhood Education,EDUC,2,3,2,2,1,1,2,2,2,4,1,1,1,2,1,1,3,5,3,3,1,5,3,1,2,3,4,5,1,5,1,3,3,3,1,1,3,2,2,1,3,3,5,5,1,3,2,1,2,3
STEM,none,Pharmacy,HEALTH,5,1,2,2,1,1,4,3,2,5,1,1,1,1,5,3,2,1,3,2,3,1,2,1,2,5,1,2,3,1,1,2,2,5,3,3,3,4,3,3,4,2,2,5,1,2,3,1,2,1
GAS,none,Malikhaang Pagsulat (Creative Writing in Filipino),MEDIA,2,5,2,5,1,2,1,1,1,2,2,2,5,2,1,2,1,3,2,5,4,3,2,2,3,1,5,5,2,3,3,2,2,1,1,3,1,3,1,3,2,2,2,3,3,3,2,5,5,1
STEM,none,Web & Mobile Development,TECH,4,3,3,4,5,3,1,3,1,1,2,4,2,3,2,2,3,2,2,3,1,1,3,3,3,5,3,2,1,3,3,5,5,2,1,3,3,5,1,1,3,4,1,2,3,2,3,3,3,2
STEM,none,Railway Engineering,ENG,4,2,3,1,3,5,3,2,3,1,5,3,3,3,3,2,2,3,2,2,3,2,3,1,3,5,2,1,5,4,5,5,1,1,2,5,2,1,1,1,1,3,1,2,3,1,2,1,2,3
ABM,none,Financial Management,BUS,3,3,3,1,1,1,3,5,4,2,2,1,3,2,1,5,1,3,5,1,2,3,3,1,5,4,1,4,1,3,1,4,1,3,1,3,5,2,3,3,3,3,2,1,3,5,2,2,2,5
HUMSS,none,Linguistics,SOCIAL,5,2,5,2,2,3,2,1,1,4,3,1,1,3,1,2,3,1,2,3,3,1,2,3,2,4,1,5,2,4,1,1,2,5,1,3,1,3,5,1,2,3,3,1,4,3,1,1,2,3
STEM,none,Mining Engineering,ENG,5,2,3,2,3,5,1,3,1,3,5,1,3,1,2,3,1,1,2,3,2,1,2,2,3,5,2,2,5,5,4,5,3,3,2,5,1,3,3,3,1,2,1,1,3,1,1,1,3,1
STEM,none,Civil Engineering,ENG,5,1,3,3,3,5,2,2,3,3,4,3,3,2,1,3,1,3,2,2,2,1,2,2,3,5,1,2,5,5,5,5,1,2,1,5,1,1,3,1,2,2,1,3,3,3,2,2,3,3
STEM,none,Medical Technology,HEALTH,5,1,3,2,3,2,4,2,1,5,2,2,2,2,5,1,1,2,2,3,2,1,2,3,2,4,3,1,4,1,2,1,1,4,3,2,2,5,3,3,4,2,3,5,1,3,3,2,1,3
STEM,none,Computer Engineering,ENG,5,2,1,3,3,5,3,3,2,3,5,1,1,3,2,3,2,3,1,2,1,3,1,1,2,5,3,3,5,4,5,5,3,2,1,5,1,3,1,3,1,2,3,2,1,3,1,1,1,1
ABM,none,Office Administration,BUS,3,2,1,1,3,1,1,5,5,2,1,2,2,2,2,5,1,3,5,2,3,1,2,2,5,5,2,4,3,2,3,4,1,2,3,3,5,2,1,3,2,2,1,2,2,5,3,2,2,5
GAS,none,Painting,MEDIA,1,5,1,5,2,3,2,1,3,1,3,3,5,3,1,3,2,1,3,5,4,2,3,3,3,1,5,5,2,4,3,1,3,1,2,3,3,3,3,1,2,1,3,1,1,2,1,4,5,3
STEM,none,Architecture,ENG,5,1,2,2,3,5,1,1,2,2,4,2,1,1,2,2,1,2,2,2,1,3,3,3,1,5,3,3,5,4,5,5,2,2,1,5,1,3,1,3,3,1,2,1,1,1,2,2,1,2
GAS,none,Filipino,MEDIA,3,5,3,5,3,1,3,2,3,2,2,3,5,1,3,1,2,3,1,4,5,1,1,3,1,2,5,5,1,3,1,1,3,3,3,2,2,2,1,1,2,2,1,3,3,1,1,4,4,2
STEM,none,Computer Engineering,ENG,4,1,1,1,4,5,2,2,2,3,4,1,2,3,2,1,2,2,1,1,3,1,3,3,2,5,1,1,5,5,4,5,3,3,3,5,1,2,2,1,1,1,2,3,1,3,2,1,1,3
GAS,none,Malikhaang Pagsulat (Creative Writing in Filipino),MEDIA,2,5,3,5,3,1,2,3,3,2,2,2,5,1,2,1,1,2,3,5,5,2,1,3,1,3,5,5,3,3,1,2,1,3,3,2,3,3,1,1,3,2,1,3,1,3,3,4,4,3
STEM,none,AI Engineering,TECH,4,1,3,4,5,4,2,1,3,3,2,5,3,2,3,1,1,2,3,1,2,1,3,2,3,5,3,2,2,2,3,4,5,3,3,3,2,4,2,3,3,5,1,1,2,1,2,3,2,1
HUMSS,none,Elementary Education (BEEd),EDUC,1,3,2,1,2,2,1,2,1,5,2,2,1,2,2,2,3,5,1,3,2,5,1,3,2,1,3,5,2,5,3,3,1,1,1,3,1,2,3,2,2,3,5,5,2,3,3,1,2,2
GAS,none,Journalism,MEDIA,2,5,1,5,3,1,1,1,1,1,2,1,5,3,2,2,1,2,3,4,4,1,1,1,3,3,5,5,3,3,1,2,2,3,1,1,2,3,3,3,3,3,3,1,3,1,2,4,4,2
GAS,none,Malikhaang Pagsulat (Creative Writing in Filipino),MEDIA,1,5,3,5,2,3,1,2,2,3,1,3,5,1,3,3,1,3,3,4,4,1,1,1,3,3,5,5,1,4,2,3,2,1,1,1,1,3,1,2,3,1,2,1,1,3,2,4,4,2
HUMSS,none,Southeast Asian Studies,SOCIAL,5,2,5,2,2,1,1,2,1,5,2,2,3,3,1,2,2,3,1,2,2,2,1,3,1,4,2,5,3,4,3,1,1,4,2,3,3,1,5,2,1,1,3,3,5,1,2,1,1,2
ABM,none,Legal Management,BUS,2,3,2,3,3,2,3,4,4,3,1,1,2,3,1,5,1,2,5,3,1,1,3,3,5,5,3,3,3,2,1,5,1,3,3,2,4,3,1,1,3,2,1,3,2,4,2,2,3,4
STEM,none,Civil Engineering,ENG,5,2,3,1,4,5,3,2,2,3,5,2,3,2,1,1,1,3,2,2,3,1,2,1,2,5,1,3,5,4,5,4,1,3,2,5,3,3,2,3,2,3,1,1,1,3,2,2,1,1
TVL,ICT,Landscape Architecture,APPLIED,3,1,3,1,5,5,4,1,1,1,4,1,3,3,3,2,1,2,1,1,3,1,2,3,2,4,2,3,5,3,5,1,1,1,1,5,3,2,2,2,3,3,2,1,3,1,1,2,2,1
HUMSS,none,Art Education,EDUC,2,1,2,3,2,3,2,2,3,4,1,2,2,1,2,1,2,5,3,2,3,4,1,2,1,1,4,5,2,5,3,2,3,2,3,1,2,1,3,2,3,2,5,5,1,1,2,3,1,2
STEM,none,Information Security,TECH,5,3,1,3,5,3,3,1,2,1,3,5,1,2,3,2,2,1,1,3,1,2,2,3,1,5,1,2,2,2,3,4,4,3,3,2,1,5,3,3,1,4,2,3,1,3,1,2,2,3
GAS,none,Tourism Management,HOSP,3,3,1,3,3,3,1,1,2,5,2,2,1,3,3,3,1,1,5,1,3,1,1,1,4,2,3,5,4,5,2,3,1,3,3,3,5,3,2,2,1,3,2,1,1,3,4,1,1,1
STEM,none,Information Security,TECH,5,2,3,4,5,3,2,3,2,3,3,5,3,1,2,1,3,2,2,1,1,1,3,1,1,5,3,2,2,3,2,4,4,2,2,1,3,5,2,3,3,4,1,2,2,2,1,3,2,3
STEM,none,Energy Engineering,ENG,5,2,2,3,4,5,3,1,1,3,4,1,2,1,3,3,1,2,3,1,2,3,1,2,1,5,3,1,5,5,5,4,2,2,1,5,3,2,3,3,1,1,2,1,3,3,3,3,3,1
STEM,none,Family Life and Child Development,HEALTH,5,3,2,1,2,1,3,2,1,5,2,3,1,2,5,1,1,2,2,3,2,3,3,3,1,4,1,1,3,3,2,2,2,5,1,1,3,4,2,2,5,1,1,5,3,2,2,1,1,3
STEM,none,Geodetic Engineering,ENG,5,2,1,1,4,5,2,3,2,1,4,1,1,2,3,3,1,3,2,1,2,3,2,3,2,5,2,3,5,5,5,5,2,3,2,5,2,1,1,1,3,3,1,1,2,2,2,1,2,1
TVL,ICT,Criminology,APPLIED,3,2,1,2,5,5,3,3,3,2,5,1,1,3,3,2,1,1,1,3,3,3,3,1,1,3,3,3,5,3,5,3,1,1,2,5,3,2,3,3,3,2,3,2,2,1,3,2,2,1
ABM,none,Accountancy,BUS,2,2,3,1,2,3,1,4,4,3,2,2,3,3,3,5,3,1,5,1,2,2,1,3,5,4,1,4,2,1,3,4,3,1,1,3,5,1,3,3,2,2,1,3,2,4,1,1,2,5
TVL,ICT,Clothing Technology,APPLIED,1,1,1,2,5,5,4,1,2,1,4,1,1,3,2,1,1,3,1,3,1,3,3,1,1,3,1,2,5,3,5,1,3,1,2,5,1,3,2,1,3,2,1,3,1,2,2,3,3,3
STEM,none,Mining Engineering,ENG,4,3,3,3,4,5,1,3,2,2,4,2,3,1,1,1,3,2,1,2,2,1,2,3,3,5,2,1,5,4,5,5,1,1,2,5,3,3,1,3,3,1,1,3,1,2,3,1,2,1
STEM,none,Nursing,HEALTH,4,2,2,1,3,1,3,1,3,5,2,1,1,1,5,2,1,2,2,2,2,3,1,3,3,4,3,1,3,1,2,2,3,5,3,1,3,4,2,2,4,3,3,5,3,2,3,2,3,2
STEM,none,Data Science,TECH,5,1,1,4,5,4,1,3,1,3,3,4,1,1,2,1,3,3,2,2,2,3,2,2,1,5,1,3,2,1,3,5,4,2,1,1,3,4,3,2,1,5,1,1,3,1,2,1,1,3
GAS,none,Film,MEDIA,3,5,3,5,2,3,1,2,2,1,2,1,5,3,1,1,1,3,2,4,5,3,2,3,1,3,5,5,3,4,3,2,1,2,3,2,2,1,2,3,2,2,2,2,1,2,2,5,4,1
HUMSS,none,Public Administration,PUB,3,1,5,1,2,1,2,3,5,4,2,3,1,1,2,1,1,2,2,1,2,3,5,3,3,5,1,5,2,5,2,3,1,3,3,3,5,1,1,3,3,3,1,3,1,4,1,2,2,3
HUMSS,none,International Studies,SOCIAL,4,3,5,2,1,2,3,3,3,4,3,3,1,1,1,3,1,1,3,1,2,2,1,3,1,3,3,5,1,4,1,2,2,5,2,2,1,2,4,2,3,1,3,2,5,1,3,1,3,3
GAS,none,Malikhaang Pagsulat (Creative Writing in Filipino),MEDIA,1,5,2,5,1,2,3,1,3,2,1,1,5,3,3,1,3,1,1,4,4,2,1,3,1,3,5,5,2,3,2,1,2,1,2,2,2,3,2,3,3,2,2,1,1,3,3,4,5,2
GAS,none,Broadcast Communication,MEDIA,2,5,1,5,2,1,1,1,1,1,2,2,5,2,3,3,1,1,3,4,5,2,1,2,3,2,5,5,2,3,1,2,3,2,2,3,1,1,3,2,1,3,3,1,3,2,3,5,5,2
STEM,none,Marine Biology,HEALTH,4,1,3,1,2,2,4,2,3,5,2,1,2,1,5,2,2,3,3,2,3,2,2,2,3,4,3,1,3,1,1,3,2,4,2,2,3,4,1,3,5,3,1,5,3,1,3,2,3,3
HUMSS,none,Library & Information Science,EDUC,3,1,3,1,3,3,2,3,3,5,2,1,1,1,1,2,1,5,3,2,2,4,1,2,3,3,4,5,1,5,2,3,3,2,2,1,3,2,3,1,2,3,5,5,1,3,3,3,3,1
STEM,none,Industrial Engineering,ENG,5,1,2,3,4,5,1,2,2,2,5,1,1,1,3,2,2,2,1,2,1,1,3,1,1,5,1,2,5,5,5,5,1,2,3,5,2,1,2,3,1,3,2,1,1,1,2,2,3,2
GAS,none,Hospitality Management,HOSP,3,2,2,2,2,1,3,1,3,5,2,3,1,3,3,1,2,2,5,2,1,3,3,3,4,3,3,5,5,5,2,3,1,1,2,2,5,3,1,2,1,3,3,2,2,1,4,2,1,1
STEM,none,Mechatronics Technology,ENG,5,2,2,1,3,5,1,2,1,1,4,2,1,3,2,3,3,2,1,1,2,2,3,3,3,5,3,2,5,5,4,5,3,2,1,5,1,1,3,1,2,3,3,3,1,2,2,3,1,1
STEM,none,Chemistry,HEALTH,4,2,1,2,2,2,3,1,1,5,2,1,1,1,5,3,2,2,1,3,2,1,3,2,1,5,2,2,3,3,3,1,2,5,3,3,2,4,1,2,5,2,1,5,2,1,1,2,3,3
STEM,none,Physical Therapy,HEALTH,5,3,1,3,1,3,4,3,1,5,1,2,3,2,5,2,1,2,2,3,1,1,1,2,1,4,3,3,3,3,1,2,3,4,1,1,3,4,1,2,4,1,1,5,3,2,3,1,2,2
STEM,none,Medical Technology,HEALTH,4,3,1,3,3,2,4,2,3,5,2,2,2,3,5,2,3,3,2,2,3,1,3,3,3,4,1,1,3,1,3,3,2,4,2,1,3,4,2,3,5,3,1,5,2,3,3,1,2,3
HUMSS,none,Philosophy,SOCIAL,5,3,5,2,3,3,2,1,2,5,3,3,3,3,1,3,1,3,2,3,1,2,2,4,1,4,2,5,3,5,3,3,1,4,1,1,1,3,5,1,2,1,1,3,4,1,2,1,3,2
HUMSS,none,Library & Information Science,EDUC,1,3,1,1,3,2,3,2,2,5,3,2,3,1,3,3,2,5,2,3,2,4,2,3,3,2,4,5,1,5,2,3,2,2,2,3,3,3,2,3,1,2,4,5,3,3,2,1,2,1
HUMSS,none,Anthropology,SOCIAL,4,3,5,3,1,1,3,1,2,5,2,2,3,1,2,2,1,2,2,3,2,1,1,3,3,4,3,5,1,4,2,1,2,4,3,1,1,3,5,2,3,3,3,1,5,3,3,2,3,2
GAS,none,Tourism Management,HOSP,2,3,2,3,1,3,3,3,3,5,3,1,1,3,2,3,2,3,4,3,1,3,2,3,4,3,3,5,5,5,2,1,1,3,1,1,5,2,2,3,1,2,1,2,3,1,4,2,2,1
HUMSS,none,Public Administration,PUB,1,2,5,2,3,1,1,2,5,5,3,3,2,3,2,3,1,3,2,1,1,1,5,3,2,5,1,5,1,5,3,3,1,1,3,2,5,1,2,1,3,2,1,3,2,4,1,1,2,2
STEM,none,Community Nutrition,HEALTH,5,1,1,3,1,2,3,3,3,5,3,2,3,1,5,2,3,1,2,2,1,2,2,2,1,4,1,3,3,1,2,1,3,4,1,2,2,5,2,2,4,1,3,5,3,2,3,1,3,1
HUMSS,none,European Languages,SOCIAL,5,3,5,2,3,1,1,2,2,4,2,3,1,1,1,2,2,3,3,2,3,1,1,4,1,3,2,5,1,5,3,3,3,5,3,2,2,3,5,2,2,2,2,3,5,1,2,2,1,1
HUMSS,none,Philippine Studies,SOCIAL,4,2,5,2,3,3,1,3,2,4,1,3,1,1,1,2,1,3,2,3,1,3,1,3,3,3,2,5,2,5,3,1,3,4,3,2,2,2,5,3,1,3,2,1,5,2,3,2,3,2
STEM,none,Chemistry,HEALTH,4,1,1,1,2,1,3,3,2,5,1,2,3,3,5,2,3,1,3,2,2,2,2,3,1,5,2,2,4,1,3,3,2,5,2,1,3,5,2,3,4,3,1,5,1,2,1,3,1,2
STEM,none,Management Engineering,ENG,5,1,3,3,4,5,2,2,1,1,5,2,3,2,3,2,1,1,1,1,2,3,2,3,2,5,3,2,5,5,4,5,1,1,2,5,1,3,2,3,3,2,2,1,2,3,3,3,2,2
GAS,none,Film,MEDIA,2,5,1,5,2,3,3,1,2,1,3,3,5,3,1,1,2,3,1,4,5,3,3,1,2,2,5,5,3,3,2,1,3,3,2,3,1,2,2,2,1,2,1,1,1,3,1,5,4,2
TVL,ICT,Clothing Technology,APPLIED,1,2,3,1,5,5,3,2,1,1,4,2,3,2,3,3,2,1,1,3,3,2,2,1,3,4,1,2,5,3,5,3,3,3,3,5,1,1,3,2,1,2,2,2,2,2,2,1,1,1
